Bin start,Bin end,Number of unique MAC addresses
1677518165.434212,1677518225.434212,14
1677518225.434212,1677518285.434212,0
1677518240.5768273,1677518300.5768273,9
1677518300.5768273,1677518360.5768273,0
1677518342.0884876,1677518402.0884876,13
1677518402.0884876,1677518462.0884876,0
1677518404.6650057,1677518464.6650057,12
1677518464.6650057,1677518524.6650057,0
1677518467.51978,1677518527.51978,12
1677518527.51978,1677518587.51978,0
1677518529.1456945,1677518589.1456945,17
1677518589.1456945,1677518649.1456945,0
1677518590.0993187,1677518650.0993187,28
1677518650.0993187,1677518710.0993187,0
1677518663.2931285,1677518723.2931285,17
1677518723.2931285,1677518783.2931285,0
1677518724.3971267,1677518784.3971267,34
1677518784.3971267,1677518844.3971267,0
1677518789.0653102,1677518849.0653102,12
1677518849.0653102,1677518909.0653102,0
1677518854.9955513,1677518914.9955513,22
1677518914.9955513,1677518974.9955513,0
1677518917.5046227,1677518977.5046227,42
1677518977.5046227,1677519037.5046227,0
1677518979.135928,1677519039.135928,16
1677519039.135928,1677519099.135928,0
1677519047.7534256,1677519107.7534256,51
1677519107.7534256,1677519167.7534256,0
1677519111.0131693,1677519171.0131693,12
1677519171.0131693,1677519231.0131693,0
1677519172.7960055,1677519232.7960055,12
1677519232.7960055,1677519292.7960055,0
1677519234.4916596,1677519294.4916596,21
1677519294.4916596,1677519354.4916596,0
1677519300.8429246,1677519360.8429246,20
1677519360.8429246,1677519420.8429246,0
1677519379.0942628,1677519439.0942628,23
1677519439.0942628,1677519499.0942628,0
1677519441.8611042,1677519501.8611042,8
1677519501.8611042,1677519561.8611042,0
1677519502.7662911,1677519562.7662911,11
1677519562.7662911,1677519622.7662911,0
1677519563.5594938,1677519623.5594938,18
1677519623.5594938,1677519683.5594938,0
1677519627.6533413,1677519687.6533413,9
1677519687.6533413,1677519747.6533413,0
1677519690.9301386,1677519750.9301386,15
1677519750.9301386,1677519810.9301386,0
1677519752.4629674,1677519812.4629674,7
1677519812.4629674,1677519872.4629674,0
1677519812.8918345,1677519872.8918345,6
1677519872.8918345,1677519932.8918345,0
1677519883.0684352,1677519943.0684352,7
1677519943.0684352,1677520003.0684352,0
1677519946.9458706,1677520006.9458706,13
1677520006.9458706,1677520066.9458706,0
1677520008.5799937,1677520068.5799937,20
1677520068.5799937,1677520128.5799937,0
1677520070.706432,1677520130.706432,16
1677520130.706432,1677520190.706432,0
1677520132.7369227,1677520192.7369227,14
1677520192.7369227,1677520252.7369227,0
1677520205.709626,1677520265.709626,17
1677520265.709626,1677520325.709626,0
1677520266.5696375,1677520326.5696375,20
1677520326.5696375,1677520386.5696375,0
1677520336.5713358,1677520396.5713358,13
1677520396.5713358,1677520456.5713358,0
1677520400.311549,1677520460.311549,10
1677520460.311549,1677520520.311549,0
1677520468.710255,1677520528.710255,6
1677520528.710255,1677520588.710255,0
1677520535.2468624,1677520595.2468624,5
1677520595.2468624,1677520655.2468624,0
1677520597.510001,1677520657.510001,11
1677520657.510001,1677520717.510001,0
1677520659.5065916,1677520719.5065916,12
1677520719.5065916,1677520779.5065916,0
1677520720.738668,1677520780.738668,5
1677520780.738668,1677520840.738668,0
1677520781.3088999,1677520841.3088999,9
1677520841.3088999,1677520901.3088999,0
1677520851.2863731,1677520911.2863731,28
1677520911.2863731,1677520971.2863731,0
1677520912.8843958,1677520972.8843958,31
1677520972.8843958,1677521032.8843958,0
1677520973.3976345,1677521033.3976345,18
1677521033.3976345,1677521093.3976345,0
1677521038.8567584,1677521098.8567584,8
1677521098.8567584,1677521158.8567584,0
1677521101.0857024,1677521161.0857024,26
1677521161.0857024,1677521221.0857024,0
1677521162.7958486,1677521222.7958486,14
1677521222.7958486,1677521282.7958486,0
1677521227.2389266,1677521287.2389266,8
1677521287.2389266,1677521347.2389266,0
1677521307.7636921,1677521367.7636921,12
1677521367.7636921,1677521427.7636921,0
1677521369.769073,1677521429.769073,13
1677521429.769073,1677521489.769073,0
1677521434.650166,1677521494.650166,12
1677521494.650166,1677521554.650166,0
1677521500.8481278,1677521560.8481278,28
1677521560.8481278,1677521620.8481278,0
1677521568.7037523,1677521628.7037523,13
1677521628.7037523,1677521688.7037523,0
1677521652.7891035,1677521712.7891035,8
1677521712.7891035,1677521772.7891035,0
1677521728.654009,1677521788.654009,5
1677521788.654009,1677521848.654009,0
1677521794.98456,1677521854.98456,7
1677521854.98456,1677521914.98456,0
1677521862.7053208,1677521922.7053208,3
1677521922.7053208,1677521982.7053208,0
1677521923.758895,1677521983.758895,7
1677521983.758895,1677522043.758895,0
1677521984.652226,1677522044.652226,19
1677522044.652226,1677522104.652226,0
1677522044.6619797,1677522104.6619797,5
1677522104.6619797,1677522164.6619797,0
1677522105.4847178,1677522165.4847178,8
1677522165.4847178,1677522225.4847178,0
1677522172.7864046,1677522232.7864046,4
1677522232.7864046,1677522292.7864046,0
1677522239.5195959,1677522299.5195959,10
1677522299.5195959,1677522359.5195959,0
1677522305.8603656,1677522365.8603656,17
1677522365.8603656,1677522425.8603656,0
1677522366.6547673,1677522426.6547673,15
1677522426.6547673,1677522486.6547673,0
1677522430.94924,1677522490.94924,11
1677522490.94924,1677522550.94924,0
1677522491.2729752,1677522551.2729752,19
1677522551.2729752,1677522611.2729752,0
1677522555.5751765,1677522615.5751765,23
1677522615.5751765,1677522675.5751765,0
1677522618.6389494,1677522678.6389494,9
1677522678.6389494,1677522738.6389494,0
