MAC,Timestamp,Signal Quality,Channel Frequency
00:d0:2d:e3:92:c3,1677928733.9002337,77,2412
2a:06:9b:3d:dc:09,1677928738.020706,90,2432
00:d0:2d:e3:92:c3,1677928741.9376507,77,2412
00:d0:2d:e3:92:c3,1677928741.963237,77,2412
c2:d0:aa:62:5a:28,1677928750.8679128,77,2412
00:d0:2d:e3:92:c3,1677928759.7533948,81,2412
00:d0:2d:e3:92:c3,1677928759.7760558,86,2412
6e:ad:93:33:dc:fc,1677928766.2208838,12,5260
ee:d0:43:4c:fd:d6,1677928781.5255508,68,2412
ee:d0:43:4c:fd:d6,1677928781.546813,72,2412
a2:f5:5e:bc:36:0d,1677928788.898295,86,2412
c6:64:bd:c5:9e:a9,1677928789.295161,100,2412
c6:64:bd:c5:9e:a9,1677928789.295192,100,2412
c6:64:bd:c5:9e:a9,1677928789.319105,100,2412
c6:64:bd:c5:9e:a9,1677928789.3362858,100,2412
c6:64:bd:c5:9e:a9,1677928789.3377059,100,2412
c6:64:bd:c5:9e:a9,1677928789.3390818,77,2412
c6:64:bd:c5:9e:a9,1677928789.380504,100,2412
c6:64:bd:c5:9e:a9,1677928789.3819098,100,2412
c6:64:bd:c5:9e:a9,1677928789.383281,100,2412
c6:64:bd:c5:9e:a9,1677928789.400672,100,2412
c6:64:bd:c5:9e:a9,1677928789.402092,100,2412
c6:64:bd:c5:9e:a9,1677928789.443751,100,2412
c6:64:bd:c5:9e:a9,1677928789.445231,100,2412
c6:64:bd:c5:9e:a9,1677928789.446575,100,2412
d2:b9:35:28:61:0c,1677928789.5112188,81,2412
36:ab:d9:af:00:2e,1677928791.624956,81,2447
36:ab:d9:af:00:2e,1677928791.707188,72,2447
36:ab:d9:af:00:2e,1677928791.7072198,72,2447
36:ab:d9:af:00:2e,1677928791.709764,72,2447
36:ab:d9:af:00:2e,1677928791.728431,72,2447
36:ab:d9:af:00:2e,1677928791.73512,72,2447
36:ab:d9:af:00:2e,1677928791.737149,72,2447
36:ab:d9:af:00:2e,1677928791.775239,77,2452
36:ab:d9:af:00:2e,1677928791.7909489,72,2452
36:ab:d9:af:00:2e,1677928791.792717,72,2452
36:ab:d9:af:00:2e,1677928791.7927442,68,2452
36:ab:d9:af:00:2e,1677928791.812176,77,2452
36:ab:d9:af:00:2e,1677928791.8142378,77,2452
36:ab:d9:af:00:2e,1677928791.8183038,77,2452
36:ab:d9:af:00:2e,1677928791.832593,77,2452
36:ab:d9:af:00:2e,1677928791.838841,81,2452
36:ab:d9:af:00:2e,1677928791.852803,86,2452
36:ab:d9:af:00:2e,1677928791.854855,72,2452
36:ab:d9:af:00:2e,1677928791.859104,77,2452
36:ab:d9:af:00:2e,1677928791.907983,90,2457
36:ab:d9:af:00:2e,1677928791.9292269,72,2457
36:ab:d9:af:00:2e,1677928791.935433,72,2457
36:ab:d9:af:00:2e,1677928791.9961078,77,2462
36:ab:d9:af:00:2e,1677928792.068487,81,2462
22:a5:98:b1:d2:94,1677928809.603958,100,2457
22:a5:98:b1:d2:94,1677928809.66516,100,2457
22:a5:98:b1:d2:94,1677928809.6679761,95,2457
22:a5:98:b1:d2:94,1677928809.685392,100,2457
22:a5:98:b1:d2:94,1677928809.6869118,100,2457
22:a5:98:b1:d2:94,1677928809.6882858,100,2457
22:a5:98:b1:d2:94,1677928809.709445,100,2457
22:a5:98:b1:d2:94,1677928809.709472,100,2457
22:a5:98:b1:d2:94,1677928809.7104948,54,2457
22:a5:98:b1:d2:94,1677928809.7746768,100,2462
22:a5:98:b1:d2:94,1677928809.798109,100,2462
22:a5:98:b1:d2:94,1677928809.8154979,100,2462
22:a5:98:b1:d2:94,1677928809.8169909,100,2462
22:a5:98:b1:d2:94,1677928809.85773,100,2467
00:d0:2d:e3:92:c3,1677928818.0990438,86,2437
00:d0:2d:e3:92:c3,1677928818.160999,81,2442
1e:05:1e:19:be:2c,1677928822.941668,81,2412
00:d0:2d:e3:92:c3,1677928825.9554348,77,2412
82:2d:eb:85:79:e6,1677928833.9989948,100,2412
82:2d:eb:85:79:e6,1677928834.000442,100,2412
82:2d:eb:85:79:e6,1677928834.001761,100,2412
82:2d:eb:85:79:e6,1677928834.01914,100,2412
82:2d:eb:85:79:e6,1677928834.0205638,77,2412
82:2d:eb:85:79:e6,1677928834.021841,100,2412
82:2d:eb:85:79:e6,1677928834.0824099,100,2412
82:2d:eb:85:79:e6,1677928834.0838308,100,2412
